,cust,grade
14314,M479194646,General
14315,M479220702,General
14316,M479230729,VIP
14317,M479242039,General
14318,M479320116,General
14319,M479355667,General
14320,M479386003,General
14321,M479413931,General
14322,M479465319,LENITH
14323,M479508118,General
14324,M479548223,General
14325,M479549768,General
14326,M479560429,General
14327,M479733190,General
14328,M479733959,General
14329,M479789106,General
14330,M479863402,General
14331,M479944588,General
14332,M479945492,General
14333,M479961895,General
14334,M479961924,General
14335,M480020012,VIP
14336,M480024773,General
14337,M480055229,General
14338,M480126681,VIP
14339,M480186343,VIP
14340,M480191671,VIP
14341,M480203635,General
14342,M480235892,General
14343,M480289922,General
14344,M480330943,VIP
14345,M480379442,General
14346,M480386913,General
14347,M480447632,General
14348,M480467633,General
14349,M480515522,General
14350,M480578123,VIP
14351,M480597469,General
14352,M480608411,General
14353,M480621907,General
14354,M480680440,VIP
14355,M480688070,General
14356,M480728280,General
14357,M480736339,General
14358,M480771018,General
14359,M480772774,General
14360,M480800842,General
14361,M480891283,General
14362,M480933964,General
14363,M480983809,General
14364,M480986277,General
14365,M481036282,General
14366,M481038114,General
14367,M481039758,General
14368,M481079672,MVG
14369,M481088165,General
14370,M481117780,VIP
14371,M481137026,General
14372,M481159890,General
14373,M481283938,MVG
14374,M481285867,General
14375,M481292052,General
14376,M481301612,General
14377,M481307274,VIP
14378,M481347429,General
14379,M481349058,VIP
14380,M481359601,General
14381,M481370876,General
14382,M481377463,VIP
14383,M481402472,General
14384,M481406720,VIP
14385,M481452331,MVG
14386,M481496961,General
14387,M481531211,General
14388,M481545531,General
14389,M481548634,General
14390,M481574834,VIP
14391,M481579133,General
14392,M481629011,General
14393,M481661034,General
14394,M481696654,General
14395,M481700847,General
14396,M481734389,LENITH
14397,M481811966,General
14398,M481844281,General
14399,M481846551,MVG
14400,M481898203,VIP
14401,M481901816,MVG
14402,M481908249,General
14403,M482023137,General
14404,M482056409,General
14405,M482109725,General
14406,M482113342,General
14407,M482114224,General
14408,M482125514,General
14409,M482258996,General
14410,M482321985,VIP
14411,M482323830,General
14412,M482405181,VIP
14413,M482407638,VIP
14414,M482536263,General
14415,M482571264,General
14416,M482576047,General
14417,M482606157,General
14418,M482627244,General
14419,M482705205,General
14420,M482710116,General
14421,M482809276,General
14422,M482814653,General
14423,M482849924,General
14424,M482863890,General
14425,M482901666,VIP
14426,M482922458,General
14427,M482942952,General
14428,M483010139,General
14429,M483040675,General
14430,M483103698,General
14431,M483115342,VIP
14432,M483161587,General
14433,M483163185,General
14434,M483193445,General
14435,M483222729,General
14436,M483232859,General
14437,M483322759,General
14438,M483346717,General
14439,M483407340,VIP
14440,M483456077,VIP
14441,M483471728,General
14442,M483487275,General
14443,M483525058,General
14444,M483565547,General
14445,M483584646,General
14446,M483636484,VIP
14447,M483689616,VIP
14448,M483719681,VIP
14449,M483736160,General
14450,M483756720,General
14451,M483815433,General
14452,M483827265,VIP
14453,M483849770,General
14454,M483874877,VIP
14455,M483950955,General
14456,M483966984,General
14457,M483981924,General
14458,M484031885,VIP
14459,M484049673,General
14460,M484057936,General
14461,M484096854,VIP
14462,M484130958,VIP
14463,M484188543,General
14464,M484248475,VIP
14465,M484254105,VIP
14466,M484256349,General
14467,M484267183,General
14468,M484304266,MVG
14469,M484354824,General
14470,M484378896,General
14471,M484409523,General
14472,M484440274,General
14473,M484453427,VIP
14474,M484469095,VIP
14475,M484530260,VIP
14476,M484582624,General
14477,M484620647,General
14478,M484634277,General
14479,M484660548,General
14480,M484684059,General
14481,M484696345,VIP
14482,M484775159,General
14483,M484781561,General
14484,M484836588,General
14485,M484842441,General
14486,M484911387,General
14487,M484933661,VIP
14488,M484942262,General
14489,M484962373,General
14490,M485001173,General
14491,M485003774,General
14492,M485005539,VIP
14493,M485024823,General
14494,M485034856,General
14495,M485037447,MVG
14496,M485092184,General
14497,M485097082,General
14498,M485151444,General
14499,M485154566,General
14500,M485187242,General
14501,M485275326,General
14502,M485343693,VIP
14503,M485353652,General
14504,M485363586,General
14505,M485464665,VIP
14506,M485512132,General
14507,M485608473,General
14508,M485639988,General
14509,M485670699,General
14510,M485683031,General
14511,M485685922,General
14512,M485740920,VIP
14513,M485777160,VIP
14514,M485813837,General
14515,M485835112,General
14516,M485850832,General
14517,M485928653,General
14518,M485930538,General
14519,M486016468,VIP
14520,M486027879,General
14521,M486046168,General
14522,M486072329,General
14523,M486079250,General
14524,M486141119,General
14525,M486142677,General
14526,M486146454,General
14527,M486151669,General
14528,M486190363,General
14529,M486215170,General
14530,M486247869,General
14531,M486284864,General
14532,M486331499,General
14533,M486362297,General
14534,M486440030,General
14535,M486446053,General
14536,M486455844,General
14537,M486496840,VIP
14538,M486505194,General
14539,M486528275,General
14540,M486593681,General
14541,M486620258,General
14542,M486629502,General
14543,M486676654,VIP
14544,M486749349,General
14545,M486753727,General
14546,M486849343,General
14547,M486855505,General
14548,M486895128,MVG
14549,M486909750,General
14550,M487024894,General
14551,M487142334,General
14552,M487150373,General
14553,M487155742,General
14554,M487159391,General
14555,M487185362,General
14556,M487220289,General
14557,M487227158,General
14558,M487228293,General
14559,M487230387,VIP
14560,M487276361,VIP
14561,M487322173,General
14562,M487341978,General
14563,M487403849,General
14564,M487404274,General
14565,M487444251,General
14566,M487524610,General
14567,M487526329,General
14568,M487529776,General
14569,M487550295,General
14570,M487568653,General
14571,M487631477,General
14572,M487664884,General
14573,M487777347,General
14574,M487798960,General
14575,M487826064,General
14576,M487840563,VIP
14577,M487860815,General
14578,M487914773,General
14579,M487932808,General
14580,M487979181,General
14581,M487986876,General
14582,M487990269,VIP
14583,M487999660,General
14584,M488010113,General
14585,M488056967,General
14586,M488061006,General
14587,M488083324,General
14588,M488104803,General
14589,M488135834,General
14590,M488137279,General
14591,M488251676,General
14592,M488252603,General
14593,M488262188,General
14594,M488279305,General
14595,M488284082,MVG
14596,M488287134,General
14597,M488315594,General
14598,M488337300,General
14599,M488363509,General
14600,M488367201,General
14601,M488378806,General
14602,M488494531,VIP
14603,M488558750,VIP
14604,M488597410,VIP
14605,M488679073,General
14606,M488683945,General
14607,M488747909,General
14608,M488761145,General
14609,M488788052,General
14610,M488790108,General
14611,M488836937,General
14612,M488845402,VIP
14613,M488901192,General
14614,M488933345,VIP
14615,M488999601,General
14616,M489007797,General
14617,M489043690,General
14618,M489145123,VIP
14619,M489206166,General
14620,M489238311,General
14621,M489239080,General
14622,M489266563,MVG
14623,M489280716,General
14624,M489290485,General
14625,M489307816,General
14626,M489412130,General
14627,M489412815,General
14628,M489416351,General
14629,M489427943,General
14630,M489428852,General
14631,M489460698,General
14632,M489483977,General
14633,M489493349,General
14634,M489551360,VIP
14635,M489561962,General
14636,M489567466,General
14637,M489604777,VIP
14638,M489629828,General
14639,M489750855,General
14640,M489761694,General
14641,M489761978,General
14642,M489799693,General
14643,M489825548,General
14644,M489844410,General
14645,M489872640,General
14646,M489893937,General
14647,M489925840,General
14648,M489948190,VIP
14649,M489987373,General
14650,M489987652,General
14651,M490071811,General
14652,M490114802,General
14653,M490236664,General
14654,M490260194,General
14655,M490260418,General
14656,M490262515,General
14657,M490271692,VIP
14658,M490272597,VIP
14659,M490278438,General
14660,M490286007,VIP
14661,M490311813,General
14662,M490324209,General
14663,M490334866,General
14664,M490343950,General
14665,M490344213,General
14666,M490359476,General
14667,M490476107,VIP
14668,M490477864,General
14669,M490557505,VIP
14670,M490605046,General
14671,M490628574,VIP
14672,M490661026,General
14673,M490663709,VIP
14674,M490677749,General
14675,M490717147,General
14676,M490720729,General
14677,M490752537,General
14678,M490757459,General
14679,M490764657,General
14680,M490800805,General
14681,M490809747,General
14682,M490812963,General
14683,M490890482,General
14684,M490945757,General
14685,M490955305,General
14686,M491033214,General
14687,M491042683,General
14688,M491096845,General
14689,M491117525,General
14690,M491180817,VIP
14691,M491188617,General
14692,M491232489,General
14693,M491244853,General
14694,M491247957,VIP
14695,M491264347,General
14696,M491270266,VIP
14697,M491322178,General
14698,M491334129,General
14699,M491334162,General
14700,M491416444,General
14701,M491481254,VIP
14702,M491496657,VIP
14703,M491585000,General
14704,M491599843,General
14705,M491631579,General
14706,M491664526,General
14707,M491721789,VIP
14708,M491737631,General
14709,M491791255,General
14710,M491832642,General
14711,M491896720,VIP
14712,M491930570,General
14713,M491948641,General
14714,M491969972,General
14715,M491981931,General
14716,M491984332,General
14717,M492003407,General
14718,M492032380,General
14719,M492054975,General
14720,M492060518,General
14721,M492061687,General
14722,M492152431,General
14723,M492194099,General
14724,M492199455,General
14725,M492248004,VIP
14726,M492399103,VIP
14727,M492427598,General
14728,M492428406,General
14729,M492454752,General
14730,M492575038,General
14731,M492599480,General
14732,M492608468,General
14733,M492619999,VIP
14734,M492621226,General
14735,M492697490,General
14736,M492701515,General
14737,M492701868,General
14738,M492723500,General
14739,M492812058,General
14740,M492876915,General
14741,M492923614,General
14742,M492928576,General
14743,M493043369,VIP
14744,M493088262,General
14745,M493093291,General
14746,M493113942,General
14747,M493122026,General
14748,M493126071,General
14749,M493138923,General
14750,M493158881,General
14751,M493177856,General
14752,M493205381,VIP
14753,M493221703,General
14754,M493260349,General
14755,M493334393,General
14756,M493341181,General
