cust,ma_fem_dv,ages,zon_hlv,grade
M511063788,1,2,17,VIP
M511065206,0,1,11,MVG-Prestige
M511106441,1,1,16,General
M511107289,0,3,16,General
M511110356,0,3,10,General
M511114425,0,1,17,General
M511242561,1,1,10,General
M511323683,0,2,10,VIP
M511368214,1,2,1,General
M511374133,1,3,11,VIP+
M511438822,1,2,10,General
M511459136,0,2,1,VIP
M511508172,0,2,11,General
M511549103,0,2,10,General
M511560237,0,3,10,General
M511590743,1,3,10,General
M511618055,0,1,13,General
M511663142,0,2,17,General
M511730688,0,4,10,General
M511790434,0,1,17,General
M511851383,0,0,17,General
M511869666,1,2,8,General
M511875815,0,2,10,General
M511880634,0,1,17,General
M511944746,0,1,17,General
M511952367,0,3,10,MVG-Ace
M511973746,0,3,17,General
M512107262,0,2,6,General
M512121304,0,2,10,VIP
M512204833,1,3,8,General
M512286110,0,0,10,General
M512349125,1,2,16,General
M512370395,1,2,13,General
M512372654,1,1,10,VIP
M512434391,1,1,10,General
M512445863,1,3,17,General
M512452383,0,2,7,General
M512463186,1,3,10,VIP
M512468903,0,2,10,General
M512481656,0,2,11,General
M512616898,0,3,10,General
M512628399,0,4,10,General
M512654482,0,4,10,General
M512697015,0,4,17,General
M512781929,1,1,17,General
M512804177,0,1,17,General
M512846495,1,3,13,General
M512890833,0,1,6,MVG-Ace
M512913620,0,1,6,VIP
M513156241,1,0,3,General
M513183934,1,0,12,General
M513246287,0,0,17,General
M513274712,1,2,10,General
M513290260,0,1,11,General
M513308211,0,3,10,General
M513361695,0,2,12,General
M513376935,0,2,10,VIP
M513404878,1,3,15,General
M513438801,0,2,17,General
M513499517,1,3,17,General
M513514120,0,2,10,General
M513535820,1,2,8,General
M513539442,0,2,6,General
M513658485,0,2,6,General
M513667217,1,5,10,VIP
M513693031,0,0,10,General
M513808209,1,3,10,General
M513815535,1,3,1,General
M513817845,1,2,9,General
M513900564,0,2,16,General
M513920871,0,3,10,General
M513983392,0,4,10,General
M513994046,1,2,17,General
M514019036,1,3,10,General
M514115705,1,2,13,General
M514124646,1,2,10,General
M514334518,0,2,17,General
M514343209,0,1,17,General
M514361512,0,1,16,VIP+
M514418241,0,2,17,General
M514424109,0,2,17,MVG-Ace
M514427528,1,1,4,General
M514448376,1,4,10,General
M514521632,0,2,10,VIP
M514562981,0,0,9,General
M514717424,0,1,3,General
M514720903,1,3,11,General
M514752762,0,1,4,VIP
M514799876,0,1,10,General
M514877795,0,2,10,General
M514916900,0,0,17,General
M515025806,0,4,17,General
M515043868,1,1,11,General
M515048392,1,0,10,General
M515132424,0,3,17,General
M515166258,0,3,10,VIP+
M515194102,1,2,4,VIP
M515244656,0,1,14,General
M515248443,0,2,10,General
M515254286,0,1,6,General
M515273943,0,1,14,General
M515303958,1,2,17,General
M515330235,0,2,10,General
M515463393,1,0,10,General
M515516938,0,1,15,General
M515519319,0,3,8,General
M515556112,0,1,6,General
M515557210,0,3,16,VIP
M515575574,0,0,17,General
M515604999,0,2,17,General
M515653605,0,2,6,VIP
M515701464,0,1,17,VIP
M515774509,0,3,10,VIP+
M515782748,0,2,10,General
M515868178,0,1,6,General
M515950386,1,2,17,General
M515984694,1,1,17,General
M516070527,1,4,10,General
M516142271,0,4,11,General
M516149090,1,2,17,General
M516150959,0,1,10,General
M516199590,0,1,10,VIP
M516226398,1,5,10,VIP
M516251891,1,4,11,General
M516287193,0,0,17,General
M516307818,0,3,17,VIP
M516379290,0,2,4,General
M516426584,0,3,11,General
M516435633,0,2,6,VIP
M516454362,0,0,14,General
M516517906,0,2,5,General
M516522838,1,0,10,General
M516580202,1,2,11,General
M516580615,0,3,10,VIP
M516603094,1,2,10,General
M516619138,0,1,10,General
M516622582,1,1,16,General
M516690388,0,2,10,General
M516715004,0,1,8,General
M516768266,1,2,16,General
M516818127,0,4,10,General
M516935253,0,5,16,General
M516948636,0,0,10,General
M516994615,1,3,10,VIP+
M517174946,1,1,4,General
M517205558,0,2,10,VIP
M517209822,0,2,9,General
M517245362,0,2,4,General
M517256501,1,1,17,General
M517302198,0,1,10,General
M517346970,0,2,16,VIP
M517439925,0,4,3,VIP+
M517516608,1,4,17,General
M517533909,1,3,3,General
M517552796,0,2,10,General
M517637921,1,1,10,General
M517671476,1,1,17,General
M517685356,0,1,10,General
M517716550,0,2,17,General
M517729735,0,2,16,VIP
M517785560,0,4,10,General
M517828528,0,3,4,VIP+
M517833464,0,1,17,General
M517845894,0,0,10,General
M517873860,0,1,10,General
M517968465,0,2,17,General
M517980951,0,0,4,General
M517993147,0,2,17,General
M518067546,0,4,17,General
M518080046,0,2,17,General
M518148689,0,2,10,General
M518170293,0,4,10,General
M518364223,1,4,4,General
M518381801,0,3,10,General
M518437051,0,0,10,General
M518494480,0,1,4,General
M518522643,0,1,8,General
M518544822,0,1,16,General
M518578066,0,2,4,General
M518582783,1,1,10,General
M518600195,0,1,16,General
M518774445,0,3,17,General
M518787312,1,3,17,General
M518794303,0,3,4,General
M518794444,0,2,17,General
M518827198,0,2,10,General
M518834272,0,2,10,General
M518836098,0,1,9,General
M518843414,0,1,6,VIP+
M518918647,0,2,4,General
M518941884,0,2,1,General
M518978066,0,2,17,General
M519039011,0,1,10,General
M519222767,0,0,10,General
M519250627,1,3,10,General
M519328752,0,2,17,General
M519377314,0,2,16,VIP
M519382726,0,4,10,General
M519385359,0,5,16,General
M519392803,0,1,10,General
M519398148,1,4,16,General
M519427263,0,4,16,MVG-Crown
M519465785,1,1,17,General
M519529245,1,0,17,General
M519532746,0,2,14,VIP
M519542588,0,1,16,General
M519719724,0,2,10,General
M519739531,1,0,17,General
M519805267,1,1,16,General
M519878389,1,2,15,VIP
M519902404,0,2,15,General
M519905296,0,4,1,General
M519922487,1,2,17,General
M519951281,1,3,11,General
M519980119,0,2,17,General
M519989072,0,0,17,VIP+
M519998002,0,0,17,General
M520001383,1,3,10,VIP
M520011980,0,1,16,General
M520070855,0,3,17,General
M520152948,0,5,17,VIP
M520165453,0,3,17,General
M520170850,1,0,17,General
M520229952,1,3,17,General
M520342216,1,2,14,General
M520363032,1,1,10,General
M520363071,0,2,11,VIP+
M520364492,1,1,5,VIP
M520449110,0,0,8,General
M520544697,1,2,10,VIP+
M520565024,1,1,16,General
M520571498,0,4,10,General
M520571856,1,4,16,General
M520623553,0,0,13,General
M520626317,1,2,15,VIP
M520651655,0,1,10,General
M520687520,0,2,3,General
M520894944,1,3,16,General
M520899974,1,0,17,General
M520915538,0,1,11,General
M520967057,0,1,10,General
M521007505,0,2,17,General
M521015956,0,1,15,MVG-Prestige
M521037818,0,1,10,MVG-Ace
M521039769,0,2,16,VIP+
M521040360,0,0,8,General
M521082064,0,3,10,General
M521195662,0,1,10,General
M521237134,0,1,4,General
M521268839,0,2,17,General
M521326390,0,1,6,General
M521453430,0,2,9,General
M521480196,1,2,11,VIP
M521495354,0,3,10,General
M521497159,1,1,17,General
M521704880,0,2,10,VIP
M521720846,0,2,3,General
M521767062,1,1,17,VIP
M521805564,0,2,12,General
M521913903,1,1,10,General
M522116003,0,3,17,General
M522140787,0,3,16,General
M522236238,1,2,16,General
M522246361,0,3,9,General
M522319246,0,2,10,General
M522356246,0,2,10,General
M522406941,1,2,5,General
M522469551,1,2,16,General
M522503600,0,0,10,General
M522554668,1,1,8,General
M522591527,0,4,16,General
M522603187,0,0,8,General
M522609229,0,2,17,General
M522639910,0,0,2,General
M522728531,0,3,15,General
M522816377,0,3,10,General
M522827679,1,2,17,MVG-Ace
M522850246,0,3,14,General
M522870753,1,2,13,General
M522898947,1,3,9,General
M522919095,1,2,13,General
M522934047,0,1,10,General
M522966472,1,4,9,General
M522982297,0,0,3,General
M523038535,1,3,3,LENITH
M523047018,1,3,17,General
M523059889,1,0,16,General
M523071646,0,3,6,General
M523096854,1,1,6,General
M523150943,0,3,10,General
M523181102,0,2,17,General
M523201665,0,2,10,General
M523237914,0,2,10,General
M523258717,0,2,10,General
M523282055,1,2,17,General
M523291258,0,0,17,VIP
M523311853,0,2,10,General
M523321480,0,3,4,General
M523349431,0,1,10,VIP
M523359589,1,0,17,General
M523368904,1,2,12,General
M523370885,1,2,16,General
M523371093,0,3,12,General
M523382525,0,2,3,General
M523444857,0,2,17,General
M523557522,0,2,12,General
M523614593,1,0,11,General
M523663483,0,2,17,VIP+
M523681282,0,1,10,General
M523682513,0,3,13,General
M523716016,0,2,10,General
M523752370,1,2,5,General
M523807626,0,2,17,VIP+
M523838710,0,1,16,General
M523892711,0,1,11,VIP
M523917410,0,3,4,General
M523949881,0,1,17,General
M523953577,0,2,17,General
M524052445,1,2,10,General
M524055851,0,2,8,General
M524096382,0,4,5,General
M524104915,0,2,5,VIP
M524133396,1,3,4,General
M524211735,1,2,16,General
M524225732,1,3,2,General
M524249601,1,1,15,General
M524314854,0,1,17,General
M524325487,0,1,1,General
M524415435,1,3,6,General
M524490406,0,2,8,General
M524494997,0,1,10,General
M524503438,1,3,12,General
M524598590,0,2,10,General
M524627383,0,4,17,General
M524672595,0,2,14,General
M524718731,0,0,4,General
M524722095,0,3,12,General
M524724496,0,2,11,General
M524744311,0,0,10,VIP
M524782049,0,2,12,General
M524847913,0,2,11,General
M524868998,0,2,10,General
M524912720,1,0,17,General
M524915746,1,1,17,General
M524918716,1,0,17,General
M524922260,0,1,10,General
M524938108,0,1,11,General
M524947384,1,1,17,VIP
M524953859,1,5,7,General
M524995406,1,0,10,General
M525028939,0,4,13,General
M525076471,0,3,15,General
M525086002,1,1,17,General
M525176364,0,4,10,General
M525212319,0,2,17,General
M525239725,0,1,17,General
M525268632,0,3,16,MVG-Crown
M525353081,0,1,10,VIP
M525368701,1,4,10,General
M525386260,1,2,10,General
M525425562,0,1,17,General
M525458343,1,4,17,General
M525512034,1,1,3,General
M525534431,1,2,17,General
M525559063,1,2,4,General
M525567840,0,2,6,General
M525571926,0,3,12,General
M525587019,0,1,5,General
M525733423,0,2,17,General
M525739511,1,3,10,General
M525743136,0,2,11,General
M525745103,1,4,10,General
M525810157,0,3,17,General
M525844526,0,1,17,General
M525938876,0,1,8,General
M525941888,0,2,10,VIP
M525998729,0,1,10,General
M526016445,1,4,17,General
M526047964,0,3,13,General
M526069351,0,2,17,General
M526106582,0,1,10,General
M526195887,0,3,17,VIP+
M526202438,0,0,17,General
M526219372,0,2,10,VIP
M526244631,0,1,4,MVG-Crown
M526334474,0,2,17,General
M526350048,0,2,4,MVG-Crown
M526374468,0,1,17,General
M526378599,0,1,4,VIP
M526408168,0,1,17,General
M526408775,1,1,10,General
M526432056,0,4,16,General
M526667458,1,1,4,General
M526670768,0,2,10,General
M526708800,0,3,16,VIP+
M526813947,1,0,6,General
M526883169,0,1,17,General
M526887409,0,1,17,General
M526911286,1,2,3,General
M526942431,1,4,17,General
M526964672,0,2,11,General
M526979036,0,2,10,VIP+
M526994001,0,1,17,VIP+
M527027093,0,0,6,General
M527139312,0,2,10,VIP+
M527203815,1,3,17,General
M527237237,1,1,10,General
M527290873,1,2,17,General
M527296047,0,1,10,VIP
M527421604,0,2,16,General
M527448487,1,3,14,General
M527450851,0,2,5,General
M527453447,0,0,10,VIP
M527526585,1,1,10,MVG-Prestige
M527555322,1,3,17,General
M527585198,0,1,11,General
M527622051,1,2,17,General
M527645574,1,3,16,VIP
M527655805,0,3,17,General
M527671745,1,2,16,General
M527703883,0,0,10,General
M527778302,1,3,17,General
M527787287,0,2,4,MVG-Ace
M527833762,1,0,17,General
M527846494,0,1,17,General
M527857324,0,3,10,General
M527918122,0,0,14,General
M527952000,0,5,16,General
M527973222,0,0,5,General
M527976053,0,1,14,General
M527982111,0,2,10,General
M528020998,0,2,4,VIP
M528055057,0,3,17,General
M528069179,0,4,10,General
M528097150,0,2,13,VIP+
M528112300,1,3,11,General
M528132822,0,1,17,General
M528158352,0,2,16,General
M528192834,0,1,17,MVG-Crown
M528217136,1,2,11,General
M528261257,0,3,11,VIP
M528274658,1,1,15,General
M528435390,0,2,17,General
M528445042,1,3,17,General
M528487912,1,1,10,VIP+
M528489215,0,3,1,General
M528556313,0,1,10,VIP+
M528608334,0,1,16,General
M528627213,0,2,17,VIP
M528653237,0,5,4,General
M528678636,0,1,10,General
M528797751,0,3,10,VIP
M528799855,1,1,10,General
M528804563,1,0,9,General
M528822676,0,3,16,VIP+
M528858437,1,3,8,General
M528902983,0,1,17,General
M528999951,1,3,16,General
M529174515,0,0,16,General
M529221722,0,4,16,General
M529228770,0,2,10,VIP
M529346193,0,2,3,VIP
M529379276,0,3,16,VIP
M529396267,0,2,16,General
M529406371,0,0,17,VIP
M529418449,0,1,4,General
M529590515,1,2,13,General
M529608690,0,2,10,VIP
M529642527,0,2,10,General
M529662491,1,2,10,General
M529718122,0,0,10,General
M529732921,1,4,16,General
M529745799,0,1,11,VIP
M529778217,0,2,10,General
M529944678,0,2,10,VIP
M529964448,0,1,17,General
M529966394,1,2,17,VIP
M529991273,0,3,10,VIP
M530036560,0,2,10,General
M530044165,0,2,17,General
M530101781,0,1,14,General
M530108942,0,0,1,General
M530137878,0,3,17,General
M530146548,1,2,1,General
M530151043,0,5,11,General
M530181963,0,1,10,General
M530202570,0,1,8,General
M530233632,1,5,6,General
M530234435,0,0,17,General
M530257470,0,0,10,General
M530291264,0,3,10,General
M530294706,0,2,11,VIP
M530304521,1,3,17,General
M530306526,0,2,17,General
M530421442,0,1,17,General
M530569721,0,3,10,General
M530632623,1,0,17,General
M530658143,0,3,10,General
M530704822,0,2,17,VIP+
M530711718,0,5,17,VIP
M530716192,0,2,11,VIP
M530764531,1,4,15,General
M530779190,1,2,17,General
M530792612,0,2,10,General
M530795596,0,2,10,General
M530840978,1,1,17,General
M530861584,0,1,13,General
M530926994,1,2,14,General
M530929181,1,3,17,General
M530948880,1,1,13,General
M530969392,0,1,12,General
M530974859,0,1,16,General
M530981542,0,2,6,VIP
M530984837,1,2,11,VIP
M531007110,0,0,17,General
M531049407,0,2,17,General
M531057368,1,3,12,General
M531113129,1,4,15,General
M531114951,0,2,17,General
M531183910,0,1,16,General
M531204736,1,3,8,General
M531271959,0,3,9,General
M531355182,0,2,13,General
M531396131,0,1,10,General
M531442767,1,2,9,General
M531461013,1,1,17,MVG-Ace
M531471922,0,1,17,MVG-Ace
M531491268,1,2,10,General
M531492697,0,2,17,General
M531519281,0,0,13,General
M531576789,0,3,4,VIP+
M531600158,0,3,17,General
M531708573,0,3,17,General
M531710982,0,2,4,General
M531711187,0,2,16,General
M531737784,0,3,17,General
M531748187,1,3,17,General
M531764154,0,2,17,VIP
M531768765,0,1,13,VIP
M531771523,0,2,17,VIP
M531859592,1,2,10,General
M531931492,1,2,10,General
M531994808,0,3,7,General
M531995914,0,1,10,General
M532122055,1,3,10,General
M532189254,0,2,10,General
M532206293,0,3,17,General
M532324736,0,1,10,General
M532344812,0,3,4,General
M532355548,0,0,6,General
M532436906,0,2,17,General
M532451410,0,2,10,VIP
M532460156,0,1,11,VIP+
M532515799,0,2,4,General
M532537987,0,2,10,General
M532543101,1,0,10,VIP+
M532544211,1,2,10,General
M532580719,0,2,10,General
M532581347,0,1,10,General
M532598647,0,4,4,General
M532605049,0,2,6,General
M532618619,1,0,10,General
M532622020,1,3,9,General
M532768555,0,1,10,General
M532828924,0,3,16,General
M532863327,0,1,4,General
M532911210,0,5,5,General
M532959510,1,1,11,General
M532998438,0,0,11,General
M533015545,0,2,4,VIP
M533020774,0,3,8,General
M533031619,0,4,17,General
M533098069,0,3,15,General
M533104542,0,2,11,VIP
M533113623,1,2,3,VIP
M533128018,0,1,10,General
M533161668,0,1,10,General
M533162014,0,2,11,VIP
M533207485,0,1,7,General
M533213723,1,5,17,General
M533224279,0,2,16,VIP
M533286446,1,2,10,VIP
M533291126,0,2,10,General
M533316179,0,4,10,General
M533330698,0,1,3,VIP
M533350175,1,1,11,General
M533392189,0,4,17,General
M533392376,0,3,16,VIP+
M533419414,0,0,14,General
M533467115,0,0,10,General
M533470775,1,3,17,General
M533480262,0,4,10,General
M533492280,0,2,6,VIP
M533546642,0,2,9,General
M533588678,0,1,6,VIP
M533610516,1,2,13,General
M533637733,1,2,10,General
M533642636,0,1,17,General
M533650122,0,2,10,General
M533656742,0,1,17,General
M533679068,0,1,17,General
M533712784,0,2,14,General
M533734150,0,2,17,VIP+
M533749607,0,2,16,General
M533754284,0,5,10,VIP
M533775297,1,3,17,General
M533809651,0,1,15,General
M533928784,1,0,10,General
M533948145,0,2,10,VIP
M533962219,0,1,1,General
M534116640,0,5,16,General
M534117344,1,1,11,VIP
M534179870,1,2,17,General
M534203001,0,2,16,General
M534203599,0,1,17,VIP+
M534232154,0,4,17,General
M534285064,0,2,17,VIP
M534286027,0,3,17,VIP
M534317946,0,2,10,General
M534389240,0,1,17,General
M534389941,0,1,14,General
M534542211,0,2,10,General
M534612178,0,3,16,VIP+
M534619348,0,4,10,VIP
M534655200,0,2,8,General
M534710294,0,0,10,VIP
M534770885,0,0,6,General
M534793593,0,3,17,General
M534798969,0,1,17,General
M534845877,0,2,16,VIP
M534869480,0,3,9,General
M534870789,1,2,12,General
M534892574,0,2,16,General
M534928260,0,1,9,General
M534945076,0,0,6,General
M534961263,0,4,10,General
M535023391,1,2,10,General
M535064924,0,3,16,General
M535103679,0,1,15,General
M535133793,0,4,14,General
M535163404,1,1,10,VIP
M535207795,0,3,10,General
M535280825,1,1,10,General
M535298483,0,2,17,VIP
M535365685,0,2,11,General
M535381715,0,5,15,General
M535451527,0,2,9,VIP+
M535453046,0,4,12,General
M535478906,0,1,10,General
M535511186,0,1,16,General
M535526206,0,3,9,General
M535617055,1,2,17,VIP+
M535619013,0,3,10,General
M535642852,1,4,17,General
M535646653,0,1,10,VIP
M535665649,0,1,13,VIP
M535668742,1,0,17,General
M535690091,0,1,10,General
M535698992,0,1,10,General
M535715334,0,2,4,General
M535728903,0,0,17,General
M535898166,1,2,17,General
M535933163,0,4,10,VIP+
M535961240,0,2,10,General
M536053706,0,2,17,General
M536118782,0,2,10,General
M536155213,1,3,17,General
M536202080,0,3,11,General
M536203505,0,2,16,VIP
M536229062,0,1,17,General
M536230404,0,5,10,General
M536262100,0,1,8,General
M536273890,1,3,11,General
M536303798,1,2,11,General
M536342722,1,0,9,General
M536386148,1,1,9,General
M536386958,0,2,14,General
M536392068,1,1,10,VIP
M536394039,0,3,13,General
M536419756,0,2,3,General
M536428289,1,1,17,General
M536428668,0,2,10,General
M536546587,1,2,9,General
M536589015,0,2,12,General
M536593516,0,4,10,General
M536596033,0,1,15,General
M536610498,0,2,15,General
M536615377,1,2,15,General
M536626973,0,1,10,General
